title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
Holistic 3D Vision Challenge - Structured3D General Room Layout Estimation Track @ ECCV 2020|Learning to reconstruct the indoor scene with Structured3D dataset|73|196.0|2020|2.0|None|None|67.0|https://competitions.codalab.org/competitions/24183||||||computer vision|reconstruct the enclosing structure of the indoor scene, consisting of walls, floor, and ceiling|image reconstruction|||Mean||||True|False||[1.1669361447651112]
ACRV Probabilistic Object Detection (PrOD) Challenge ECCV 2020|An ACRV Robotic Vision Challenge focused on probabilistic object detection. Competitors must provide estimates of spatial and semantic uncertainty for all objects detected.|41|21.0|2019|1.0|2500|2500|339.0|https://competitions.codalab.org/competitions/20597|||||robotics|computer vision|object detection: detect objects in video data, provide accurate estimates of spatial and semantic uncertainty|object recognition|||PDQ Score|robability-based detection quality|False|False|True|False||[1.2151381709107154]
COCO Keypoint Challenge|This challenge evaluates algorithm for keypoint detection on the COCO dataset.|976|9944.0|2019|3.0|None|None|363.0|https://competitions.codalab.org/competitions/12061||||||computer vision|simultaneously detecting people and localizing their keypoint|image recognition|||AP|AP, AR|True|False|True|False||[1.1681983762291375]
COCO Panoptic Segmentation Challenge|This challenge is designed to push the state of the art in scene segmentation for both things and stuff classes.|207|1252.0|2018|4.0|None|None|770.0|https://competitions.codalab.org/competitions/19507||||||computer vision|stuff and thing classes, unifying the typically distinct semantic and instance segmentation tasks|image recognition|||PQ|PQ, SQ|True|False|True|False||[1.352903451492537]
COCO 2020 DensePose Challenge|This challenge is designed to push the state of the art in dense human pose estimation.|64|64.0|2019|2.0|None|None|373.0|https://competitions.codalab.org/competitions/20660|||||multimedia|computer vision|human body detection, human body segmentation, mapping all image pixels that belong to a human body to the 3D surface of the body.|image recognition|||AP|AP|False|False|True|False||[1.2106824925816022]
RVC Challenge: COCO Detection (Bounding Box)|This challenge evaluates algorithm for object detection with bounding box output on COCO dataset.|49|44.0|2019|3.0|None|None|370.0|https://competitions.codalab.org/competitions/25334|||||multimedia|computer vision|object detection using bounding box|object detection|||AP|AP|False|False|True|False||[1.2519685039370079]
WNUT-2020 Task 2: Identification of informative COVID-19 English Tweets||123|236.0|2020|2.0|None|None|19.0|https://competitions.codalab.org/competitions/25845|||||multimedia, tweets, covid|NLP|identification of informative COVID-19 English Tweets: develop systems that automatically identify whether an English Tweet related to the novel coronavirus (COVID-19) is informative or not|binary classification|||F1-score|accuracy, precision, recall, F1|True|False|True|False||[1.081721569348195]
COVID-19 Retweet Prediction Challenge|CIKM 2020 AnalytiCup - COVID-19 Retweet Prediction Challenge|240|2113.0|2020|2.0|2810|2810|78.0|https://competitions.codalab.org/competitions/25276|||||multimedia, tweets, covid|NLP|predict the number of times it will be retweeted (#retweets)|regression|||Prediction score (MSLE)|MSLE|False|False|True|False||[0.0]
Mouse Behavior Challenge MBC2020|Normal or Parkinson's disease ? Classifying mice from their trajectories|43|196.0|2019|2.0|None|None|274.0|https://competitions.codalab.org/competitions/22266|||||medicine|NLP|classify mice trajectories into normal or PD (parkinson), provided training mice trajectories|binary classification|||recognition rate|accuracy|False|False|True|False||[1.2870607974733517]
Basketball Behavior Challenge BBC2020|With or without teamwork? Classifying screen-play in basketball from players’ trajectories|18|87.0|2019|2.0|None|None|274.0|https://competitions.codalab.org/competitions/23905|||||sports|NLP|classify screen-play in basketball from players ’ trajectories: identify if the attackers are using the screen-play in their offence from trajectories of the three players and the ball|binary classification|||recognition rate|accuracy|False|False|True|False||[1.0496086694762192]
HASOC 2020 (FIRE 2020)|Hate Speech and Offensive Content Identification in Indo-European Languages|175|312.0|2020|6.0|None|None|39.0|https://competitions.codalab.org/competitions/26027|||||linguistics|NLP|Hate Speech and Offensive Content Identification in Indo-European Languages: 1) Identifying Hate, offensive and profane content; 2) iscrimination between Hate, profane and offensive posts|binary classification, multi-class classification|||Subtask A F1 Macro average|macro-average F1|False|True|True|False||[nan]
The 4th Look Into Person (LIP) Challenge - Track 4 Video Virtual Try-on Challenge|The video virtual try-on track of the 4th LIP Challenge|18|16.0|2020|1.0|None|None|223.0|https://competitions.codalab.org/competitions/23472|||||multimedia|computer vision|given a clothing image, a target person image, and a pose sequence, the participators are asked to design algorithms to transfer the desired clothing onto a person to produce a high-quality video sequence while preserving the identity information of the person, clothing texture details and the temporal coherence of the synthesized video|video transformation||791 videos of fashion model catwalk|MeanSSIM|SSIM (Structural SIMilarity Index), AMT(Amazon Mechanical Turk)|True|False|True|False||[1.0052277819268112]
Fake News classicifation|A competition on Fake News classification on Russian MediaIMPORTANTDear participants, please send your Colab notebooks with the classification task results for organizers to check using the emails: rybolos@gmail.com and  m_tikhonova94@mail.ru We are also happy to invite you to participate at RuCode track seminar this Saturday, 03.10.2020|90|675.0|2020|1.0|None|None|23.0|https://competitions.codalab.org/competitions/26284|||||news|NLP|fake news classification|binary classification|||correct|F1|False|False|True|False||[1.0920154017852268]
NeurIPS 2021 BEETL Competition - Benchmarks for EEG Transfer Learning|The Benchmarks for EEG Transfer Learning (BEETL) is a competition that aims to stimulate the development of transfer and meta-learning algorithms applied to a prime example of what makes the use of biosignal data hard, EEG data. BEETL acts as a much-needed benchmark for domain adaptation algorithms in EEG decoding and provides a real-world stimulus goal for transfer learning and meta-learning developments for both academia and industry. Given the multitude of different EEG-based algorithms that exist, we offer two specific challenges - Task 1 is a cross-subject sleep stage decoding challenge reflecting the need for transfer learning in clinical diagnostics, and Task 2 is a cross-dataset motor imagery decoding challenge reflecting the need for transfer learning in human interfacing.|131|1382.0|2021|4.0|None|None|23.0|https://competitions.codalab.org/competitions/33427|https://beetl.ai/introduction||||medicine|signal processing, computer vision|Task 1 is centred on transfer learning in the field of medical diagnostics, addressing automatic sleep stage annotation. The challenge lies in transferring from a large control population data set to clinically relevant cohorts with very little training data (transfer across subjects). Task 2 is centred on transfer learning for Brain-Computer Interfaces (BCI), addressing motor imagery decoding|transfer learning|||correct|accuracy|False|False|True|False||[1.531544701464729]
Exoplanet imaging data challenge|Community-wide data challenge for the comparison of exoplanet (direct) detection algorithms|68|31.0|2019|2.0|None|None|388.0|https://competitions.codalab.org/competitions/20693|https://exoplanet-imaging-challenge.github.io/||||astrophysics|computer vision|detecting exoplanets with ground-based high-contrast imaging|image recognition|||F1-score|F1, precision, TPR, FPC|True|False|True|False||[0.0]
MAFAT Radar Challenge - Can you distinguish between humans and animals in radar tracks?|In this competition, MAFAT’s DDR&D (Directorate of Defense Research & Development) would like to tackle the challenge of classifying living, non-rigid objects detected by doppler-pulse radar systems.|1218|4426.0|2020|2.0|40000|40000|92.0|https://competitions.codalab.org/competitions/25389||||||computer vision|classifying living, non-rigid objects detected by doppler-pulse radar systems|binary classification||6,656 radar segments, labeled as either animals or humans, in addition to a supportive (auxiliary) data set containing 49,071 segments|ROC AUC|ROC AUC|False|False|True|False||[1.160563044256233]
Diagnostic Questions - The NeurIPS 2020 Education Challenge||488|3696.0|2020|8.0|5000|5000|100.0|https://competitions.codalab.org/competitions/25449|https://onedrive.live.com/?authkey=%21AAoqjjcEN9EjMes&cid=9836C680BC708C16&id=9836C680BC708C16%211190&parId=root&o=OneUp||||education|NLP|1) accurately predicting which answers the students provide; 2) accurately predicting which questions have high quality; and 3) determining a personalized sequence of questions for each student that best predicts the student’s answers|regression|||score|accuracy|False|True|True|False||[1.1171680541745468]
TC4 Competition and Workshop on Human Identification at a Distance 2020 (HID2020)|The goal of the competition is to provide an evaluation for state-of-the-arts on human identification at a distance.|147|836.0|2020|2.0|3300|3300|69.0|https://competitions.codalab.org/competitions/26085||||||computer vision|Human Identification at a Distance|object detection|||correct|accuracy|False|False|True|False||[2.125513980263158]
CelebA-Spoof: Face Anti-Spoofing Challenge ECCV@2020|This challenge evaluates algorithms for face anti-spoofing on the CelebA-Spoof hidden test set.|149|289.0|2020|1.0|15000|15000|64.0|https://competitions.codalab.org/competitions/26210|||||multimedia|computer vision|determine whether a presented face is live or spoof|binary classification|||TPR@FPR=5E-3|FPR, TPR|True|False|True|False||[1.0377239981867137]
